operator,test_distance_km,test_duration_h,avg_speed_kmh,x1_平均RSRP,x1_平均SINR,x1_覆盖率1,x1_覆盖率2,y1_应用层下行平均吞吐率,y1_应用层下行前10%峰值速率,y1_下行速率达标率,y1_FTP下载尝试次数,y1_FTP下载成功次数,y1_FTP下载掉线次数,y1_FTP下载掉线率,z1_应用层上行平均吞吐率,z1_应用层上行前10%峰值速率,z1_上行速率达标率,z1_FTP上传尝试次数,z1_FTP上传成功次数,z1_FTP上传掉线次数,z1_FTP上传掉线率,x2_平均RSRP,x2_平均SINR,x2_覆盖率1,x2_覆盖率2,y2_应用层下行平均吞吐率,y2_应用层下行前10%峰值速率,y2_下行速率达标率,y2_FTP下载尝试次数,y2_FTP下载成功次数,y2_FTP下载掉线次数,y2_FTP下载掉线率,z2_应用层上行平均吞吐率,z2_应用层上行前10%峰值率,z2_应用层上行速率达标率,z2_FTP上传尝试次数,z2_FTP上传成功次数,z2_FTP上传掉线次数,z2_FTP上传掉线率
电信,54.83685653901489,1.172864715762274,12.866616695502541,-79.51895631488775,9.158614602001643,0.9337012518264931,0.9403466148798233,7.725446628918218,9.444122796511628,0.9497027049019647,38.73255813953488,38.674418604651166,0.03488372093023256,0.0010235564257790742,4.505712405915426,5.716311736046512,0.9894177124910606,39.093023255813954,39.093023255813954,0.0,0.0,-79.24330014640523,8.05134908575393,0.9523422225933708,0.9541473881045247,7.49781358173446,9.401104931771004,0.9617847542907958,63.71739130434783,63.608695652173914,0.06521739130434782,0.0019136054916739213,4.448026707836955,5.140598489673913,0.9919588334352938,64.3913043478261,64.3913043478261,0.0,0.0
移动,54.83728810290473,1.1729186030361758,12.86670587953659,-78.7461255538578,10.553116922478711,0.9432291294228365,0.9501849467759028,7.332728333871969,8.92944104767442,0.9638087838324447,38.93023255813954,38.866279069767444,0.023255813953488372,0.0007271197644372327,4.064344767320808,5.460208092441861,0.9548597504424816,38.872093023255815,38.825581395348834,0.03488372093023256,0.0017853516562765495,-78.129894841063,9.365681422720867,0.9523905236754829,0.9558995992101139,7.178734958617015,8.930980191409976,0.9678770561879354,64.08695652173913,63.98913043478261,0.03260869565217391,0.0001516683518705763,4.091759393657031,5.104411256914612,0.9799133769631349,63.95652173913044,63.869565217391305,0.06521739130434782,0.0033378313573865924
