operator,test_distance_km,test_duration_h,avg_speed_kmh,RedCap驻留时长,RedCap时长驻留比,x1_平均SS-RSRP,x1_平均SS-SINR,x1_覆盖率1,x1_覆盖率2,x1_覆盖率3,x1_覆盖率4,y1_应用层下行平均吞吐率,y1_应用层下行前10%峰值速率,y1_下行速率达标率,y1_FTP下载尝试次数,y1_FTP下载成功次数,y1_FTP下载掉线次数,y1_FTP下载掉线率,z1_应用层上行平均吞吐率,z1_应用层上行前10%峰值速率,z1_应用层上行速率达标速率,z1_FTP上传尝试次数,z1_FTP上传成功次数,z1_FTP上传掉线次数,z1_FTP上传掉线率,x2_平均SS-RSRP,x2_平均SS-SINR,x2_覆盖率1,x2_覆盖率2,x2_覆盖率3,x2_覆盖率4,y2_应用层下行平均吞吐率,y2_应用层下行前10%峰值速率,y2_下行速率达标率,y2_FTP下载尝试次数,y2_FTP下载成功次数,y2_FTP下载掉线次数,y2_FTP下载掉线率,z2_应用层上行平均吞吐率,z2_应用层上行前10%峰值速率,z2_应用层上行速率达标速率,z2_FTP上传尝试次数,z2_FTP上传成功次数,z2_FTP上传掉线次数,z2_FTP上传掉线率,delta_rsrp,abs_delta_rsrp,delta_cov2,abs_delta_cov2,dl_drop_rate_calc,effective_dl,dl_tail_drag,dl_drops_per_hour,dl_drops_per_km,ul_drop_rate_calc,effective_ul,ul_tail_drag,ul_drops_per_hour,ul_drops_per_km,availability,stay_eff
电信,54.82616298355098,1.1886968798449613,12.447840833314272,1.1645737713297675,0.9844786960740133,-78.06368932114214,11.405601526736797,0.9556128971325836,0.9650847576493763,0.9705442432263854,0.9808403639066514,35.35891237676876,55.29194244186046,0.8324247435511605,39.68604651162791,39.56976744186046,0.08139534883720931,0.0004721746397045857,18.314771196255403,25.17821511627907,0.9734641489096749,39.54651162790697,39.5,0.03488372093023256,0.0014355440712029849,-77.98888433434409,10.58895543144067,0.9344240979063533,0.9408877078120557,0.9659136353828394,0.9737691826075845,35.113939199445596,61.62751329903646,0.8440571401879843,65.52173913043478,65.30434782608695,0.15217391304347827,0.0008827612829259646,18.55995347372043,28.36550096267567,0.9797673512784577,65.23913043478261,65.15217391304348,0.06521739130434782,0.0026838432635534065,0.3727202067963771,0.8630680093034325,-0.001295664792132952,0.015666678114358772,0.00046286547429802075,35.343487582892266,19.93303006509171,0.01242029376637371,0.0007294148115699221,0.0013045944412932503,18.30227509886263,6.863443920023666,0.03661353020533309,0.01328153918584575,0.9562735954866495,0.16174913255145348
移动,54.83535182249804,1.1898807493540051,12.442467247897179,1.176190614368734,0.9884116653529817,-71.87193871311332,12.810831155964099,0.9694422803992456,0.9697788279658962,0.9805775552478858,0.9809157107078893,62.105724249391464,85.67809186046512,0.967713749329797,39.68604651162791,39.604651162790695,0.023255813953488372,0.00010133300365152047,43.71251439021254,60.20613139534884,0.9920121193908303,39.81395348837209,39.76744186046512,0.03488372093023256,0.0013926641833618564,-72.36413944690811,11.302258375195219,0.945754168208005,0.946085571362148,0.9744310217661668,0.9747685944450996,58.636045417573904,86.03898518486983,0.961392284340971,65.52173913043478,65.3695652173913,0.043478260869565216,0.0001894486590006687,44.32632636346582,67.17001924321899,0.9887772198410153,65.73913043478261,65.67391304347827,0.043478260869565216,0.0001882175795219274,0.45579878000196716,0.902218874403646,-0.0027111107132040705,0.012879184696014151,0.00010002546885056324,62.101026230210714,23.57236761107365,0.002659359383256436,0.0002105511843323034,0.0012626010579898195,43.64477220377425,16.493617005136297,0.03348315355715691,0.00021240630352882902,0.9696809339646913,0.16216073991665156
联通,54.82591369878985,1.1878492151162792,12.446218818827155,1.1598610339679072,0.9696488948553506,-78.01586644224196,11.403130989732196,0.9374179959972826,0.9460055761451746,0.9616340677927446,0.9762120384614751,32.53337478770886,52.95970604651163,0.8044823026073121,39.45348837209303,39.36046511627907,0.011627906976744186,7.267441860465116e-05,17.444377443892424,23.762743011627904,0.9586026586091256,39.825581395348834,39.77906976744186,0.046511627906976744,0.0011617862419910025,-78.68209029381609,10.499018910445876,0.9260652995910509,0.9301829721489656,0.9634214148464717,0.9687540015191417,31.339744856193626,57.096863876972805,0.8205501378595719,65.06521739130434,64.8913043478261,0.021739130434782608,0.0001358695652173913,17.131212337305826,24.89444008264422,0.9737499641752655,65.76086956521739,65.67391304347827,0.08695652173913043,0.002172035148070135,0.6025861800840877,0.8164127434185565,0.0021427642321439873,0.01528557092460371,7.090187180941577e-05,32.53163562878023,20.426331258802772,0.0016488494997348943,0.00010153822047821717,0.0010853038899750148,17.42088425061802,6.318365567735481,0.029962817537730807,0.010383236043093403,0.9383623372893026,0.1608035769921
