CELL_ID,flow_sum,user_sum,flow_sumsq,user_sumsq,flow_count,user_count,flow_max,user_max,silent_count,record_count,activity_sum,activity_count,par_sum,par_count,LATITUDE,LONGITUDE,TYPE,SCENE,flow_mean,user_mean,flow_var,user_var,flow_std,user_std,flow_cv,user_cv,flow_per_user,peak_ratio,silent_ratio,activity_mean,par_mean
41330,57873.78,24258.662,74430540.0,7566056.0,1440.0,1440.0,1286.084,404.9492,1395.0,1440.0,0.8494091,1440.0,34614.547,1440.0,391.92468,219.7673,1.0,5.0,40.19012586805555,16.846293131510418,50072.63156048763,4970.40796328278,223.7691479192063,70.50112029806888,5.5677642974755015,4.184963406946715,2.3856955,31.999998920063653,0.96875,0.0005898674329121,24.037879774305555
63209,40030.07,22000.832,29134666.0,4863049.5,1440.0,1440.0,727.81946,294.01486,1385.0,1440.0,0.7514627,1440.0,27711.19,1440.0,391.96216,219.86195,1.0,2.0,27.79865993923611,15.278355577256944,19459.641450027157,3143.689559188235,139.49781880024918,56.06861474290439,5.0181490440608085,3.669806901625396,1.8194798,26.18181810197764,0.9618055555555556,0.0005218490958213,19.24388156467014
45957,42375.207,24405.242,39584344.0,4488849.0,1440.0,1440.0,947.5934,294.3773,1229.0,1440.0,0.8305104,1440.0,25011.871,1440.0,391.90536,219.77675,0.0,4.0,29.42722710503472,16.948084852430554,26623.16608268649,2830.018669834814,163.16606902995025,53.19791978860464,5.544731362134833,3.138874996898274,1.7363157,32.20124615910339,0.8534722222222222,0.0005767433179749,17.369354926215276
23360,46046.703,18322.59,44172896.0,3854488.0,1440.0,1440.0,959.30634,266.64056,1051.0,1440.0,0.64509946,1440.0,30176.186,1440.0,392.21573,219.7418,1.0,16.0,31.976877170138888,12.724020724826389,29653.10154866807,2514.8270743719663,172.2007594311595,50.14805155110183,5.385164990156278,3.941211086936992,2.513111,30.00000063624262,0.7298611111111111,0.0004479857368601,20.955684407552084
27788,68890.28,19724.812,44382536.0,4114677.0,1440.0,1440.0,1016.8032,288.9962,933.0,1440.0,0.7237637,1440.0,30381.15,1440.0,391.96945,219.70953,0.0,1.0,47.840473090277776,13.697786458333333,28532.494690053965,2669.7852294752333,168.9156437102673,51.66996448107192,3.530810479058465,3.772139727703042,3.4925697,21.25403778381294,0.6479166666666667,0.0005026136835416,21.098021104600694
45970,59483.06,29201.014,53509380.0,5403217.0,1440.0,1440.0,947.5934,294.3773,846.0,1440.0,1.0070252,1440.0,20904.094,1440.0,391.90262,219.78207,0.0,2.0,41.30767957899305,20.27848171657986,35452.967274465904,3341.017207048114,188.2895835527444,57.80153291261499,4.558222235472619,2.8503876039869374,2.0370204,22.9398841437455,0.5875,0.0006993230846193,14.516731770833331
